gene_id	R1_1	R2_1	R3_1	R4_1	R6_1	RG1_1	RG3_1	RG4_1	RG5_1	RG6_1	RY1_1	RY3_1	RY4_1	RY5_1	RY6_1	R1_2	R2_2	R4_2	R6_2	RG1_2	RG2_2	RG3_2	RG4_2	RG6_2	RY1_2	RY2_2	RY3_2	RY5_2	RY7_2	R1_3	R2_3	R3_3	R5_3	R6_3	R7_3	RG1_3	RG2_3	RG3_3	RG4_3	RG6_3	RY3_3	RY4_3	RY5_3	RY6_3	RY7_3	B2_1	B3_1	B4_1	B5_1	B6_1	BG1_1	BG2_1	BG3_1	BG4_1	BG5_1	BY1_1	BY2_1	BY3_1	BY4_1	BY5_1	B1_2	B2_2	B3_2	B4_2	B5_2	BG1_2	BG2_2	BG3_2	BG4_2	BG5_2	BY1_2	BY2_2	BY4_2	BY5_2	B1_3	B2_3	B3_3	B4_3	B5_3	BG1_3	BG2_3	BG3_3	BG5_3	BG6_3	BY1_3	BY2_3	BY3_3	BY4_3	BY5_3	BY6_3
patho_DN110597_c1_g1	26.00	10.00	17.00	16.00	3.00	2.00	9.00	2.00	7.00	1.00	9.00	47.00	2.00	11.00	29.00	3.00	1.00	10.00	8.00	8.00	26.00	24.00	24.00	9.00	17.00	6.00	0.00	5.00	7.00	57.99	18.00	2.00	0.00	3.00	13.00	10.00	0.00	1.00	42.00	7.00	3.00	30.00	9.00	31.99	25.90	16.00	6.00	17.00	9.00	20.00	18.04	9.98	17.00	17.00	12.00	15.00	9.00	46.00	11.00	7.00	10.00	4.00	15.00	20.00	17.00	7.00	16.00	1.00	18.00	6.00	7.00	8.00	10.00	56.82	12.00	13.00	12.00	15.00	6.00	12.00	10.00	43.02	7.00	102.31	14.00	12.00	14.00	7.00	15.00	33.47
patho_DN110748_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	11.00	19.00	2.00	6.00	12.00	24.00	10.00	14.00	2.00	8.00	14.00	3.00	18.00	28.00	6.00	31.00	0.00	13.00	9.00	9.00	18.00	15.00	9.00	11.00	7.00	13.00	55.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	2.00	0.00	0.00	8.00	4.00	0.00	2.00	1.00	6.00	9.00	6.00	1.00	7.00	3.00	3.00	4.00	8.00	2.00	3.00	9.00	24.00	0.00	12.00	6.00	4.00	3.00	5.00	2.00	15.00
patho_DN110748_c1_g1	21.28	0.00	5.88	4.90	1.96	0.94	5.08	5.37	7.31	2.95	1.22	5.75	0.00	1.98	7.23	65.14	61.30	96.62	184.24	52.75	112.95	98.02	293.31	125.76	124.15	56.10	97.16	156.21	89.02	119.93	189.21	59.82	169.70	10.63	60.97	46.82	87.77	54.21	131.24	50.62	77.48	66.21	43.38	314.15	127.84	3.25	5.02	2.90	6.20	3.27	4.74	3.72	2.37	4.44	6.68	2.85	8.10	21.38	3.63	6.44	92.33	23.08	9.95	11.06	80.90	98.79	37.01	82.38	115.93	77.38	89.12	62.58	25.73	445.09	29.84	52.88	39.85	43.44	11.68	45.67	41.70	213.77	30.21	294.97	31.75	24.16	85.14	18.06	34.04	106.27
patho_DN110837_c0_g1	26.27	5.05	2.01	5.77	3.13	11.79	5.78	5.12	0.08	5.99	3.22	13.49	7.58	2.22	7.63	2.00	2.27	5.49	9.55	1.00	6.79	5.72	4.08	8.18	3.91	4.01	8.30	2.58	6.99	126.04	44.73	0.00	61.88	0.00	51.20	38.81	73.98	33.06	24.39	42.13	33.54	16.89	38.61	51.72	53.56	2.80	5.11	4.01	4.00	11.90	8.79	6.24	8.42	4.07	0.43	7.01	11.06	27.37	14.25	2.31	7.95	3.25	4.80	5.03	4.11	18.57	2.82	2.04	8.69	4.80	4.00	3.64	3.37	92.48	10.95	47.20	10.77	15.98	8.88	13.00	11.20	114.73	6.00	214.91	5.09	12.37	12.89	6.00	4.29	60.29
patho_DN111073_c5_g1	6.99	4.00	4.82	0.00	3.00	7.00	2.00	8.01	3.00	1.00	9.43	7.96	4.00	0.00	4.00	4.58	1.00	5.75	6.34	9.01	8.76	6.99	18.16	6.05	4.00	7.00	8.01	9.98	2.00	5.89	11.14	2.52	30.12	0.00	15.66	16.99	12.00	9.00	16.10	15.75	6.00	10.97	7.98	8.00	12.71	2.00	0.00	5.00	8.00	3.00	1.00	2.00	3.00	8.00	1.00	3.00	1.00	5.99	2.57	2.00	6.00	3.00	3.57	8.00	2.00	2.00	2.07	3.00	7.00	6.00	4.00	3.00	5.04	11.64	6.00	10.85	3.00	4.00	7.30	13.72	1.00	34.00	3.03	13.04	5.38	8.00	4.61	6.00	5.00	25.14
patho_DN111080_c6_g2	10.00	3.00	1.00	2.00	0.00	1.00	3.00	9.00	1.00	1.00	3.00	2.01	4.00	5.00	2.00	4.00	1.00	3.03	4.06	7.00	7.00	6.00	12.00	9.00	1.00	2.03	4.00	6.32	6.00	14.49	2.00	0.00	8.59	0.00	12.00	7.37	8.00	1.85	15.71	2.00	5.00	4.88	2.99	12.00	12.00	0.00	0.00	10.01	1.00	1.00	1.00	1.00	2.00	4.00	4.00	1.00	2.00	5.00	3.00	3.98	9.00	0.00	3.40	3.01	4.00	2.00	0.00	0.00	3.00	2.78	0.00	0.00	1.64	7.00	3.00	4.00	4.00	3.15	5.00	5.00	6.00	16.00	1.00	16.15	0.00	9.01	6.00	0.00	3.00	0.88
patho_DN111080_c7_g1	5.00	1.00	13.99	3.00	3.00	4.00	9.00	6.00	13.00	3.00	8.00	2.25	4.00	13.00	6.00	1.00	2.00	4.00	7.00	5.00	4.00	6.00	6.00	5.00	1.00	6.00	8.87	7.00	6.00	21.00	2.00	0.00	36.90	0.00	12.00	8.00	6.40	13.00	17.00	7.99	13.00	8.00	7.92	19.00	9.00	4.00	3.00	9.00	8.00	4.00	4.00	5.00	13.69	7.00	8.00	6.00	4.00	7.00	6.00	7.00	8.00	4.00	7.00	9.00	5.00	3.00	4.00	1.00	4.00	6.00	1.00	5.00	5.00	18.89	6.00	16.00	9.00	16.00	9.00	1.99	13.00	36.99	8.00	39.02	12.00	10.00	6.00	2.00	10.00	12.81
patho_DN111154_c2_g2	13.00	6.00	9.00	4.00	7.00	9.00	9.00	17.94	6.00	9.00	7.96	31.00	19.08	7.00	14.00	13.00	1.00	12.00	15.00	22.00	16.00	27.00	19.00	23.00	12.08	30.07	31.04	17.10	58.81	45.00	17.04	14.00	59.99	0.00	20.00	11.00	6.01	30.00	7.73	2.00	19.00	25.00	6.00	15.01	13.00	11.00	19.02	36.01	6.00	31.00	13.00	18.00	28.00	9.00	15.00	14.43	9.00	40.00	2.00	6.78	8.00	24.00	12.01	29.00	39.04	18.99	10.00	0.00	30.08	6.00	16.94	2.00	12.89	93.01	29.00	10.99	4.78	15.04	12.00	3.00	9.00	11.02	12.00	33.24	29.77	33.00	30.00	28.98	19.97	37.00
patho_DN111206_c1_g1	292.66	137.04	302.00	217.69	191.00	210.55	150.99	344.71	0.08	149.97	280.00	219.45	266.00	242.68	391.69	146.96	138.00	132.70	0.00	50.25	210.29	136.71	116.70	238.11	123.97	183.00	104.32	98.64	245.08	365.66	190.70	15.99	403.56	13.00	194.74	144.88	206.82	176.27	157.95	112.50	140.41	139.93	131.53	173.29	210.57	203.04	225.00	236.00	171.00	98.36	155.99	296.00	145.97	61.37	142.97	265.00	0.00	392.24	120.54	196.00	124.94	122.98	19.39	230.10	125.69	218.00	93.86	0.00	139.00	180.00	113.92	139.68	188.03	414.14	0.00	315.00	187.00	296.00	152.99	41.30	195.00	429.79	13.56	519.01	164.99	253.00	79.33	0.00	229.00	222.26
patho_DN111276_c0_g1	26.15	16.57	40.80	3.00	1.00	27.17	40.08	35.36	22.99	6.00	5.00	17.70	4.00	33.16	5.00	2.00	1.00	29.94	20.82	43.24	26.84	32.59	42.27	4.00	4.00	8.00	26.68	2.00	4.00	148.19	7.00	6.00	90.92	2.00	69.66	23.01	55.73	29.28	75.56	9.79	13.21	27.70	4.98	21.01	30.64	2.00	4.00	6.81	3.59	15.59	6.00	0.00	5.00	8.00	14.00	2.00	13.40	13.06	1.00	0.00	4.00	1.00	2.00	6.00	6.00	0.00	2.00	1.00	6.00	4.00	0.00	1.00	6.00	11.00	1.26	15.00	8.97	7.00	2.00	6.00	8.00	6.52	0.00	24.25	6.00	3.47	5.00	12.00	7.78	7.00
patho_DN111300_c0_g1	1630.96	1167.39	1205.00	1524.61	353.66	1348.00	758.05	674.21	475.00	791.00	611.16	2140.40	1308.14	462.39	1579.00	992.00	388.03	618.81	1525.17	884.00	607.00	560.90	1090.52	1544.00	1264.48	913.00	579.63	1116.91	1350.03	2193.51	1137.37	464.92	3402.71	36.76	768.78	850.35	1116.79	856.55	1417.83	979.28	1077.93	1216.19	661.87	1528.23	1406.65	717.23	1081.24	1064.00	579.41	1395.93	645.38	836.81	1290.14	697.46	1024.00	959.77	787.67	2979.36	1180.05	518.87	544.09	912.42	889.03	1579.90	679.09	1020.19	640.39	980.00	960.00	1062.22	1222.82	1159.60	1650.05	3507.83	649.45	2277.89	1256.27	1671.33	1232.23	802.18	1254.00	2690.70	384.91	4739.26	882.81	1444.30	1613.40	1041.93	1138.00	1790.59
patho_DN111391_c1_g2	7.04	10.13	12.98	8.00	5.17	9.38	2.00	14.00	10.01	2.02	2.00	6.99	3.00	2.00	7.00	2.00	0.00	7.00	1.00	5.00	10.00	10.00	1.91	8.00	0.00	6.00	5.00	6.00	6.00	16.98	11.00	3.00	20.65	0.00	7.00	9.00	15.00	9.00	13.98	6.00	8.00	3.00	0.98	8.00	5.99	3.98	10.00	9.00	7.00	11.58	2.98	7.00	2.90	4.00	7.00	12.00	3.00	4.00	5.00	7.00	5.00	3.00	3.00	6.00	10.00	7.11	11.00	5.00	9.71	7.96	2.00	9.00	2.00	12.00	8.00	5.00	14.00	10.00	3.00	10.00	6.00	50.93	8.00	21.00	8.00	11.00	3.00	10.00	12.00	13.00
patho_DN111444_c0_g1	47.00	46.00	92.00	55.00	34.00	73.00	33.00	53.01	30.00	33.00	32.99	29.98	27.00	39.00	65.00	22.00	10.00	16.00	23.00	45.00	34.00	35.00	13.00	57.00	77.00	26.13	8.00	15.00	15.00	311.73	91.00	35.00	65.00	2.00	120.00	223.00	145.61	51.00	154.27	167.00	84.96	44.00	77.99	105.99	91.30	32.00	10.00	31.00	21.00	34.00	32.00	54.00	14.00	29.00	26.00	26.00	32.00	31.00	26.00	18.00	26.00	31.00	53.00	38.90	22.00	14.00	14.00	5.00	23.00	27.00	23.00	18.00	26.00	54.40	186.95	89.89	17.00	64.00	27.00	108.00	131.91	324.44	61.00	841.25	55.00	59.00	18.00	107.02	109.00	212.00
patho_DN111446_c7_g1	3.00	1.00	5.00	3.00	8.00	7.00	6.00	17.00	3.00	6.00	2.00	10.00	7.00	2.00	12.00	6.00	5.00	7.00	8.00	16.00	13.00	18.41	6.00	11.00	11.00	2.00	15.00	20.00	6.00	10.00	22.05	4.00	76.00	0.00	4.39	12.00	16.00	24.54	23.00	14.00	21.00	10.00	4.00	12.00	1.00	1.00	1.00	9.00	18.00	6.00	1.00	5.00	9.00	7.00	6.00	4.00	16.00	9.00	12.00	7.00	12.00	5.00	6.00	12.00	27.00	6.00	4.99	0.00	7.00	9.00	5.00	7.00	8.00	21.00	17.00	17.00	13.00	9.00	7.00	12.00	11.00	72.00	11.00	55.05	32.00	19.00	16.00	13.00	10.00	31.97
patho_DN111467_c0_g1	75.35	67.92	77.79	91.23	44.60	82.86	71.52	119.88	41.70	83.77	68.63	127.51	38.67	49.40	128.56	42.91	11.71	62.87	61.01	61.00	85.44	62.76	65.02	111.31	51.49	52.72	64.63	60.22	92.21	185.62	78.88	40.96	252.70	2.00	56.10	66.58	80.98	140.84	114.14	82.14	89.33	140.59	50.83	116.19	69.69	53.46	42.61	52.69	32.66	68.69	60.87	46.25	83.91	65.57	55.69	32.21	55.59	113.06	48.32	36.36	60.32	47.87	52.81	75.51	36.79	28.08	60.93	17.13	64.25	66.49	39.02	12.86	54.88	142.01	49.24	61.07	40.81	70.08	39.37	35.23	43.28	135.53	23.78	163.44	37.16	72.81	46.56	55.00	50.79	142.04
patho_DN111528_c0_g3	32.05	20.94	22.84	31.69	12.89	30.67	17.61	41.53	34.45	9.00	21.15	23.46	13.99	26.37	46.21	23.30	6.37	27.44	36.65	16.84	27.89	21.93	33.35	37.45	21.59	21.38	25.86	26.38	24.35	84.21	29.98	6.00	69.55	0.00	47.32	30.73	39.69	37.03	37.58	28.36	18.50	35.03	17.26	35.01	33.62	17.23	22.69	27.41	17.72	14.45	18.47	26.64	23.98	20.98	18.30	34.97	17.36	46.87	31.08	24.21	5.41	8.73	27.00	15.81	20.39	19.02	23.95	7.87	15.00	25.00	18.93	19.00	14.82	41.88	8.00	12.32	8.00	19.83	10.95	14.65	18.83	142.90	17.01	96.60	13.12	23.64	11.28	12.21	21.52	38.17
patho_DN111547_c2_g1	8.72	8.01	11.00	10.97	4.73	14.54	11.00	19.30	13.00	10.00	3.00	13.51	12.01	7.00	11.83	8.00	4.56	8.20	11.36	6.04	9.02	13.70	21.24	18.42	3.00	12.44	12.10	12.97	9.00	23.13	19.72	4.00	26.63	0.00	22.71	12.67	8.94	15.19	6.14	18.03	5.00	16.34	11.77	19.14	13.62	12.00	15.01	9.29	8.01	13.52	5.00	8.44	5.00	9.40	11.84	14.03	4.12	16.09	14.78	6.96	5.00	3.00	14.00	15.09	1.12	3.98	6.00	4.00	11.00	3.00	5.30	9.22	5.66	14.65	7.34	21.68	8.03	11.22	1.00	16.00	7.97	58.40	20.00	48.32	7.00	4.70	9.00	6.99	11.00	19.33
patho_DN111584_c6_g3	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.00	157.00	159.00	160.00	159.00	77.00	197.00	125.93	59.00	131.00	83.00	92.00	259.00	19.00	237.00	324.00	139.02	460.99	9.00	242.97	200.00	96.00	268.85	167.63	82.00	207.00	264.00	104.94	247.00	200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	109.00	17.00	4.00	5.00	140.00	117.00	23.00	31.00	135.00	64.00	221.00	189.00	2.00	157.00	83.00	116.00	133.00	66.00	92.00	227.00	128.00	1017.99	89.00	729.13	241.00	111.00	64.00	43.00	226.00	407.00
patho_DN111597_c1_g1	72.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00	2.00	0.00	0.00	15.01	0.00	0.00	67.01	0.00	1.00	4.00	1.00	40.05	0.00	1.00	7.00	0.00	1.00	0.00	0.00	2.00	1.00	120.68	69.99	0.00	8.11	32.01	31.01	1.84	134.91	47.76	93.01	84.64	11.00	1.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	6.00	12.00	0.00	18.00	0.00	15.75	26.08	2.00	1.00	8.00	9.00	11.00	16.00	11.00	0.00	250.01	562.51	5.00	10.00	70.99	108.94	40.32	2.00	29.06	28.98	69.13	420.62	13.00	200.11	80.59	0.00	234.90	15.87	121.73	299.37
patho_DN111629_c4_g1	40.00	13.00	15.00	3.00	9.00	22.00	11.00	40.00	17.00	13.00	15.00	41.00	21.13	17.00	20.00	14.00	9.00	22.05	52.00	32.00	41.00	34.00	61.00	41.00	27.00	23.00	17.00	36.30	40.00	138.00	30.98	10.00	126.68	0.00	54.00	57.00	64.00	73.02	95.00	92.00	62.85	57.00	19.00	45.00	40.00	12.00	7.00	23.00	8.00	9.00	6.00	8.00	25.00	16.00	16.00	10.00	8.00	35.00	12.00	12.00	26.00	16.00	22.00	53.14	13.00	5.00	18.85	1.00	15.00	29.00	6.00	7.00	37.98	54.00	32.00	50.00	10.00	23.00	8.00	8.00	24.99	178.04	13.00	103.94	18.00	39.00	22.25	20.00	19.71	54.00
patho_DN111631_c0_g1	1281.00	873.62	0.00	429.22	249.33	584.94	279.60	366.83	402.13	12.83	8.17	671.00	295.81	281.57	10.32	232.72	245.08	364.85	233.36	0.00	441.84	939.99	226.11	766.00	316.05	262.12	0.00	52.80	495.00	565.92	853.26	327.16	1042.18	0.00	327.06	404.69	530.80	261.12	400.41	344.06	402.79	413.88	418.22	266.96	909.11	562.55	250.58	415.25	376.87	358.80	322.55	393.69	295.31	443.79	340.88	378.55	367.93	938.00	356.82	273.42	321.96	228.74	168.19	339.21	187.75	680.82	314.51	289.66	185.47	0.00	206.37	306.79	243.36	476.77	338.76	395.08	399.35	348.61	268.88	575.62	371.18	1768.73	313.76	1844.48	254.57	349.84	327.10	288.32	551.69	848.92
patho_DN111699_c2_g3	3.66	2.36	6.09	3.03	5.00	8.97	6.00	7.00	3.76	6.00	5.48	8.39	3.00	4.15	7.01	0.00	2.00	1.80	6.00	3.00	12.63	6.07	9.40	10.26	3.00	17.01	2.39	4.00	2.00	30.64	7.00	3.00	28.20	0.00	10.00	10.00	7.00	7.00	13.57	7.24	8.99	12.00	9.57	11.93	2.00	2.00	0.00	10.00	0.00	1.00	0.00	1.99	6.61	4.00	0.00	3.00	3.19	21.34	0.00	2.00	2.00	1.00	6.00	8.00	7.00	1.00	1.00	0.00	5.00	4.00	2.00	3.00	1.75	7.80	3.69	4.00	0.00	7.57	5.15	4.00	3.00	18.78	1.22	19.10	1.96	6.83	8.00	2.99	1.00	14.43
patho_DN111702_c0_g1	293.99	117.00	485.01	1.00	102.99	174.99	82.00	367.02	210.00	265.28	408.10	274.08	0.00	125.00	287.00	66.00	92.00	0.00	61.00	221.50	141.00	199.98	52.00	177.00	281.99	102.00	73.06	0.00	0.00	97.00	136.00	0.00	161.23	0.00	30.00	98.00	0.00	0.00	66.03	67.31	31.00	88.00	58.00	81.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	315.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	297.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	2.02	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
patho_DN111704_c7_g1	92.00	41.00	20.00	5.00	25.00	16.00	18.00	60.00	14.00	30.00	28.00	58.00	24.00	14.00	57.00	27.00	5.00	17.00	45.00	29.00	46.00	36.00	47.00	46.00	14.00	32.00	23.00	47.00	19.22	87.00	25.00	9.00	83.00	0.00	50.00	40.00	31.29	64.98	32.00	38.00	33.00	44.00	17.00	40.00	17.00	15.00	11.00	44.00	33.00	47.00	18.00	9.00	49.00	46.00	23.00	29.00	22.00	58.00	20.00	48.00	31.00	34.00	37.00	29.00	46.00	10.00	24.00	4.00	38.00	28.00	37.00	20.00	24.00	50.00	37.00	29.00	18.00	28.00	17.00	46.00	46.80	195.00	28.00	134.00	24.00	33.00	24.00	28.00	63.00	107.00
patho_DN111711_c2_g2	10.00	4.00	10.00	5.00	8.00	6.00	3.00	32.00	9.00	4.00	8.00	19.00	1.00	4.00	24.95	8.00	3.00	19.00	13.00	16.00	21.00	18.00	24.96	16.00	12.00	3.00	8.00	15.00	16.00	37.98	26.01	1.00	47.01	0.00	9.00	12.00	46.00	43.00	21.00	44.00	15.00	25.00	4.00	9.00	9.00	11.00	5.00	9.00	4.00	12.00	5.00	2.00	12.00	21.00	8.00	6.00	6.00	3.00	6.00	6.00	12.90	25.00	26.00	13.00	5.00	3.00	12.00	2.00	9.00	6.00	3.00	10.00	12.00	22.00	8.00	4.01	8.00	27.00	3.00	19.00	20.00	61.00	17.00	74.92	19.00	3.00	7.00	3.00	15.00	26.00
patho_DN111716_c2_g1	5.00	3.00	4.00	3.00	9.08	17.56	15.99	4.50	5.00	3.93	3.02	10.12	23.96	8.99	28.16	7.97	9.98	7.00	6.00	12.13	18.29	10.56	4.00	14.98	31.01	15.00	15.99	15.97	6.77	259.01	87.01	39.00	31.39	1.00	69.68	68.96	39.05	39.50	68.58	52.12	36.18	21.33	43.41	58.87	40.84	1.00	1.00	1.00	1.00	2.00	8.00	1.00	4.00	2.76	2.00	6.07	7.00	20.40	3.00	8.96	24.51	18.95	18.08	27.01	19.04	5.17	15.59	12.00	24.94	4.53	6.00	14.00	5.00	55.59	27.57	31.19	20.14	37.86	17.83	91.81	37.40	129.99	45.48	163.42	6.50	31.39	10.00	15.24	26.29	73.06
patho_DN111780_c2_g3	27.97	22.99	9.00	13.39	14.00	15.01	2.13	23.00	10.98	14.00	5.00	9.84	13.12	7.42	28.70	4.00	2.00	5.99	9.53	5.69	8.00	10.22	4.83	12.00	19.87	5.00	6.00	4.12	16.00	45.35	26.14	9.69	43.52	1.00	13.61	24.97	31.23	33.93	43.46	43.51	24.65	29.53	26.90	43.90	4.00	8.00	10.00	20.00	6.00	19.00	20.00	10.00	12.00	10.00	10.00	12.80	23.16	27.00	22.52	8.00	5.00	9.00	8.00	32.00	4.00	5.00	19.00	3.00	12.00	8.00	19.00	17.00	26.48	23.55	27.05	20.88	20.02	22.97	15.00	26.01	0.00	27.25	4.98	69.99	10.00	13.00	5.00	31.00	34.00	60.98
patho_DN111820_c0_g1	22.83	11.00	14.21	24.84	11.99	22.00	11.64	22.78	21.37	15.00	14.01	6.00	11.42	13.01	11.00	6.00	3.00	10.00	10.01	10.62	24.16	21.28	12.00	15.89	9.00	5.07	15.01	19.97	19.01	43.79	17.07	2.00	31.69	0.00	34.02	6.00	15.00	9.33	11.00	6.48	7.00	12.01	4.01	11.01	10.39	14.97	15.73	10.05	15.02	27.01	13.32	18.00	15.00	11.40	16.99	20.01	12.00	18.79	9.88	8.95	6.01	7.99	5.67	20.00	8.94	10.01	15.00	5.00	9.55	9.02	13.96	6.00	6.46	22.00	6.00	19.01	10.78	6.70	4.00	11.00	4.62	30.50	7.68	47.08	14.77	12.93	5.00	7.18	11.00	25.93
patho_DN111853_c15_g1	786.00	239.45	765.78	650.00	345.00	568.20	471.89	261.00	282.00	260.58	368.00	968.52	261.72	407.30	510.18	639.53	2838.65	510.99	938.00	675.39	1328.53	938.94	1677.00	934.87	1020.68	752.93	502.98	649.01	1192.98	6080.23	2855.53	975.97	6760.87	49.01	2542.21	2066.98	3634.06	4145.60	1498.03	1877.66	3394.37	8999.27	6448.97	4908.95	3076.62	283.40	216.00	278.60	228.00	187.00	276.33	236.67	457.00	507.24	211.48	213.00	350.43	547.00	427.00	359.73	424.00	565.88	823.81	711.00	822.82	1148.00	498.00	1105.38	284.00	579.00	995.13	1844.70	1568.66	1211.99	1138.00	1626.89	512.00	633.81	494.00	671.96	652.18	4494.24	398.00	3927.20	760.00	1084.00	651.97	997.08	863.19	2504.01
patho_DN111859_c5_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	64.00	79.00	74.00	112.12	85.00	47.00	84.00	62.98	43.00	91.00	50.00	69.41	179.00	19.00	151.00	233.00	55.54	416.94	3.00	173.86	192.36	74.96	150.34	142.99	97.99	167.84	215.80	139.56	176.98	128.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.00	12.00	4.00	4.00	88.00	87.64	13.98	19.00	113.00	38.00	113.00	87.99	3.00	138.68	40.22	52.00	84.98	37.00	58.00	166.00	88.00	561.03	74.00	567.00	146.06	74.99	42.00	47.48	131.65	341.15
patho_DN111878_c0_g2	16.32	15.98	28.58	18.10	10.81	35.76	19.07	23.52	10.02	6.94	15.11	16.90	8.42	4.22	22.99	3.01	1.00	12.48	8.19	8.20	7.07	17.75	5.03	9.63	1.89	7.03	18.28	2.00	3.00	27.39	6.08	8.04	14.17	2.00	16.05	7.93	9.62	7.15	14.09	6.16	7.43	7.06	1.00	10.17	19.20	19.39	11.39	4.94	9.93	28.95	18.78	22.33	9.01	13.53	6.59	18.33	8.06	30.05	16.29	7.04	6.08	6.93	17.14	12.00	5.99	8.02	7.04	2.00	13.37	3.10	5.00	14.00	3.03	28.35	10.23	10.21	11.73	9.35	10.05	6.07	5.00	37.21	3.04	45.63	4.83	16.12	5.83	3.09	8.06	25.65
patho_DN111883_c0_g1	14.00	8.00	11.00	6.00	5.00	6.00	10.00	10.00	4.00	13.00	7.00	14.00	7.00	6.00	20.00	10.00	2.00	10.00	20.00	22.00	8.00	12.00	13.00	11.00	1.00	4.99	6.47	8.00	9.00	32.00	19.00	6.00	28.00	0.00	14.00	7.00	19.00	15.00	16.00	11.00	16.00	17.00	11.00	8.00	14.00	5.00	2.00	15.00	9.00	4.96	6.00	4.00	13.00	11.00	5.00	7.00	8.00	7.00	15.00	10.00	12.00	5.00	12.00	5.00	9.00	2.00	10.00	6.00	3.00	6.00	6.00	10.00	10.12	34.00	12.00	15.00	6.00	11.00	8.00	8.00	24.00	83.35	16.00	37.83	8.00	18.00	7.00	8.00	10.00	21.00
patho_DN111933_c1_g4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	9.00	7.00	0.00	2.00	3.00	3.00	1.00	1.00	0.00	0.00	6.00	0.00	82.00	55.99	3.00	21.00	0.00	45.00	27.00	23.00	48.00	13.00	9.98	33.00	27.00	23.00	18.00	26.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	16.00	15.00	14.00	8.00	15.00	14.00	5.00	111.00	4.00	43.00	21.00	30.00	0.00	12.00	46.00	62.00
patho_DN111933_c1_g6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	32.00	25.00	2.00	1.00	21.00	12.00	6.00	9.00	1.00	3.00	4.00	0.00	204.00	107.00	5.00	104.00	5.00	117.00	81.01	61.00	145.00	50.00	46.00	83.05	82.00	56.01	72.00	70.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	2.00	0.00	2.00	6.00	0.00	2.00	30.00	49.00	35.00	10.00	35.00	36.00	12.00	259.00	7.00	155.00	68.00	66.05	0.00	23.00	169.00	235.00
patho_DN111946_c3_g2	12.00	3.00	2.08	6.00	2.99	7.80	2.00	1.00	8.00	2.00	1.00	11.38	2.01	4.00	5.98	3.53	3.00	3.33	3.00	5.00	3.58	3.00	6.00	7.30	8.50	3.97	0.00	3.00	5.00	16.62	21.44	0.91	21.50	0.00	7.00	12.29	6.00	5.70	8.74	7.01	3.57	9.04	10.82	13.01	2.29	4.00	5.04	15.99	4.13	6.00	4.06	8.28	4.00	7.00	5.46	12.37	2.48	2.00	6.00	8.00	2.00	2.00	5.00	6.93	4.00	4.63	3.93	2.00	4.00	4.00	3.00	2.38	0.00	21.94	3.00	1.00	6.89	8.84	3.01	7.00	3.96	54.43	7.68	33.09	4.00	5.00	4.00	2.00	6.51	12.81
