gene_id	R1_1	R2_1	R3_1	R4_1	R6_1	RG1_1	RG3_1	RG4_1	RG5_1	RG6_1	RY1_1	RY3_1	RY4_1	RY5_1	RY6_1	R1_2	R2_2	R4_2	R6_2	RG1_2	RG2_2	RG3_2	RG4_2	RG6_2	RY1_2	RY2_2	RY3_2	RY5_2	RY7_2	R1_3	R2_3	R3_3	R5_3	R6_3	R7_3	RG1_3	RG2_3	RG3_3	RG4_3	RG6_3	RY3_3	RY4_3	RY5_3	RY6_3	RY7_3	B2_1	B3_1	B4_1	B5_1	B6_1	BG1_1	BG2_1	BG3_1	BG4_1	BG5_1	BY1_1	BY2_1	BY3_1	BY4_1	BY5_1	B1_2	B2_2	B3_2	B4_2	B5_2	BG1_2	BG2_2	BG3_2	BG4_2	BG5_2	BY1_2	BY2_2	BY4_2	BY5_2	B1_3	B2_3	B3_3	B4_3	B5_3	BG1_3	BG2_3	BG3_3	BG5_3	BG6_3	BY1_3	BY2_3	BY3_3	BY4_3	BY5_3	BY6_3
patho_DN104513_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	59.00	25.00	320.00	317.00	8.00	6.00	93.00	52.00	35.00	102.00	31.00	64.00	85.00	22.00	938.00	840.00	51.00	1465.01	53.00	1117.97	657.00	235.00	2044.15	475.99	264.00	1205.00	1037.00	297.00	487.15	620.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.00	6.00	2.00	5.00	89.00	2.00	0.00	0.00	1.00	22.00	46.00	37.00	2.00	7.00	164.00	369.03	382.00	107.22	372.00	223.00	126.00	4623.00	66.00	777.39	976.00	546.00	13.00	213.00	600.67	1157.21
patho_DN104549_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	31.00	100.00	304.00	189.00	42.00	47.00	530.00	181.00	97.00	104.00	49.00	45.00	191.00	6.00	463.00	537.00	137.00	440.00	12.00	405.77	215.00	110.00	548.00	205.00	93.00	281.00	638.05	170.00	125.00	255.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.00	12.00	1.00	1.00	109.00	41.00	5.00	2.00	107.00	43.00	223.00	63.00	0.00	46.00	116.00	200.00	218.00	55.00	163.00	226.00	102.00	3309.00	39.00	1290.00	365.00	195.00	31.00	55.00	356.00	629.00
patho_DN104588_c0_g1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	124.00	95.00	103.00	98.00	63.00	136.00	92.00	56.00	101.00	69.00	78.00	147.00	22.00	154.40	204.00	105.00	306.00	6.00	148.00	128.00	84.07	196.00	117.00	77.00	134.00	256.07	107.00	117.00	97.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	78.00	14.00	1.00	6.00	107.00	92.00	18.00	23.00	134.00	53.00	166.00	118.00	6.00	147.00	59.00	64.00	104.00	48.00	59.00	200.00	83.00	804.00	57.00	515.00	186.00	85.00	39.00	48.00	156.00	333.99
patho_DN104604_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	18.00	36.00	19.00	4.00	4.00	70.00	21.00	14.00	8.00	9.00	8.00	21.00	1.00	88.00	85.00	18.00	51.00	0.00	68.00	33.00	19.00	84.00	24.00	21.00	51.00	79.00	34.00	39.00	46.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	2.00	1.00	0.00	10.00	8.00	0.00	2.00	8.00	6.00	31.00	11.00	1.00	4.00	21.00	23.00	44.00	11.00	31.00	39.00	11.00	378.00	13.00	135.88	46.00	26.00	6.00	17.00	49.00	114.00
patho_DN104607_c0_g1	69.00	47.00	53.00	41.00	22.00	11.00	43.00	75.00	16.00	37.00	22.00	45.00	5.00	40.00	22.00	58.00	13.00	52.00	85.00	57.00	35.00	35.00	41.00	30.00	16.00	20.00	31.00	80.00	15.00	112.00	61.00	15.00	99.00	3.00	71.00	55.00	58.00	55.00	99.77	72.00	64.00	45.00	16.00	86.00	92.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	62.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
patho_DN104622_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	23.00	87.94	62.00	25.00	13.00	112.00	44.00	14.00	39.00	14.00	22.00	45.00	2.00	380.31	794.30	41.00	305.00	9.00	490.30	227.00	120.00	197.00	62.00	122.00	282.00	187.01	200.00	257.00	180.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00	4.00	0.00	2.00	43.00	5.00	0.00	0.00	27.00	11.00	60.00	30.00	0.00	11.00	152.00	106.00	126.00	30.00	47.00	147.00	49.00	1052.92	49.00	266.00	238.00	90.00	8.00	102.00	352.00	607.57
patho_DN104638_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	7.00	8.00	0.00	2.00	3.00	2.00	2.00	2.00	0.00	4.00	7.00	0.00	27.00	38.00	2.00	24.00	0.00	31.00	27.00	8.00	47.00	7.00	9.00	33.00	13.00	22.00	17.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	5.00	1.00	0.00	1.00	9.00	1.00	7.00	3.00	7.00	7.00	0.00	93.00	0.00	29.00	19.00	16.00	1.00	8.00	19.00	47.00
patho_DN104638_c0_g4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	11.00	39.00	37.00	6.00	13.00	29.00	13.00	10.00	26.00	6.00	13.00	44.00	6.00	125.00	171.00	21.00	113.00	0.00	134.00	72.00	62.00	99.00	69.00	39.00	91.00	143.99	109.00	74.00	90.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	1.00	1.00	0.00	13.00	10.00	1.00	2.00	15.00	5.00	26.00	12.00	1.00	27.00	43.00	27.00	28.00	14.00	27.00	71.00	26.00	354.79	29.00	126.05	98.00	51.00	5.00	33.00	99.00	216.00
patho_DN104677_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	19.00	36.00	18.00	2.00	6.00	54.00	11.00	4.00	8.00	4.00	9.00	31.00	0.00	265.90	168.75	19.00	126.33	4.00	285.00	101.90	88.00	181.80	52.48	40.00	140.00	178.84	82.87	83.00	92.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	20.49	6.00	1.00	1.00	6.98	4.00	21.99	9.87	0.00	8.00	58.00	37.00	56.00	15.00	42.00	63.71	11.37	1065.53	13.70	221.00	142.00	61.89	0.00	36.00	159.65	307.16
patho_DN104677_c0_g3	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	25.00	55.00	16.00	55.00	37.00	29.00	29.00	17.00	13.00	42.00	28.00	29.00	73.00	14.00	27.10	48.25	23.00	128.67	2.00	54.00	24.10	20.00	26.20	24.38	20.00	39.00	64.83	26.13	54.00	45.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	6.00	2.00	0.00	42.51	30.00	4.00	14.00	51.02	19.00	57.01	51.00	1.97	55.00	25.00	24.00	24.00	17.00	15.00	96.29	39.63	180.01	52.30	236.13	77.00	16.11	16.00	12.00	41.99	102.15
patho_DN104694_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	18.00	8.00	102.00	119.00	6.00	5.00	43.00	25.00	12.00	25.00	14.00	20.00	37.00	13.00	386.00	353.00	11.00	438.00	13.00	297.00	213.68	102.00	478.00	101.00	111.00	380.00	194.00	223.01	266.00	215.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	1.00	1.00	0.00	35.00	4.00	0.00	0.00	5.00	3.00	30.00	9.00	0.00	7.00	82.00	118.00	172.00	59.00	118.00	79.00	30.00	960.01	16.00	260.00	244.00	156.00	7.00	89.00	292.05	533.01
patho_DN104694_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	3.00	21.00	25.00	1.00	3.00	5.00	3.00	2.00	8.00	1.00	10.00	3.00	2.00	64.05	58.00	3.00	77.00	2.00	63.00	33.00	27.00	95.00	26.00	32.00	64.00	46.00	29.00	35.00	69.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	7.00	0.00	0.00	0.00	1.00	3.00	6.00	1.00	0.00	2.00	16.00	22.00	33.00	8.00	15.00	21.00	5.00	217.00	3.00	54.00	44.00	26.00	1.00	14.00	53.47	74.00
patho_DN104728_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.21	23.00	11.00	1.00	0.00	16.00	5.00	3.00	3.00	0.00	2.00	3.00	0.00	83.00	91.12	1.00	82.00	3.00	62.00	30.00	26.01	73.00	34.00	19.00	74.86	65.37	50.00	29.00	42.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	3.00	1.00	6.00	2.00	0.00	3.00	18.00	15.00	15.00	4.00	20.00	32.00	13.00	213.79	6.00	97.00	66.00	38.00	4.00	29.00	76.00	115.01
patho_DN104927_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	8.00	9.00	4.00	6.00	12.00	7.00	2.00	5.00	13.00	11.00	9.00	25.00	7.00	0.00	0.00	8.00	2.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00	4.00	3.00	6.00	3.00	18.00	9.00	18.00	8.96	7.00	17.00	57.00	13.00	52.00	0.00	0.00	0.00	0.00	5.00	1.00	1.00	0.00	0.00	8.00	0.00	0.00	46.00	1.00	2.00	1.00
patho_DN104994_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00	49.00	145.00	77.00	20.00	33.00	172.00	97.00	31.00	43.00	24.00	18.00	89.00	7.00	297.00	325.00	82.00	237.00	12.00	320.00	191.00	77.10	247.00	101.00	44.00	216.00	357.00	109.00	112.00	125.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46.00	10.00	2.00	1.00	63.00	29.00	2.00	5.00	47.00	29.00	71.00	45.00	2.00	34.00	72.00	83.00	84.00	30.00	82.00	146.00	51.00	1569.95	34.00	482.00	197.00	90.00	17.00	51.00	231.00	390.00
patho_DN105002_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	12.00	29.00	27.00	12.00	8.00	51.00	27.00	14.69	27.00	22.00	26.00	37.00	5.00	141.94	140.98	25.00	120.00	4.00	122.00	81.00	76.00	96.00	40.00	33.00	90.00	124.00	68.00	59.00	68.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00	1.00	0.00	25.00	11.00	2.00	4.00	25.00	7.00	29.00	17.00	1.00	14.00	41.00	41.00	33.00	14.00	29.00	55.00	18.00	362.00	21.00	240.00	73.00	59.00	4.00	28.00	136.00	181.00
patho_DN105016_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.00	10.00	12.00	35.00	22.00	4.00	7.00	5.00	4.00	23.00	9.00	47.00	29.00	11.00	25.00	32.00	8.00	142.00	2.00	30.00	47.00	86.00	38.00	75.00	74.00	54.00	35.00	78.00	146.00	54.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	1.00	0.00	0.00	19.00	3.00	1.00	0.00	14.00	5.00	6.00	7.00	0.00	15.00	24.00	25.00	19.00	21.00	17.00	36.00	29.00	61.00	18.00	310.00	40.00	52.00	4.00	28.01	47.00	116.00
patho_DN105018_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	15.00	42.00	38.00	6.00	12.00	63.00	34.00	13.00	10.00	2.00	13.00	28.00	1.00	119.99	105.00	20.00	91.00	8.00	106.69	66.99	26.00	132.00	30.00	18.00	85.00	127.00	46.00	35.00	69.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	1.00	20.00	6.00	2.00	0.00	12.00	8.00	18.00	9.00	1.00	7.00	18.00	36.00	39.00	13.00	37.00	40.00	13.00	416.00	11.00	128.00	81.00	37.00	8.00	22.00	78.00	132.00
patho_DN105018_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.00	96.00	32.00	64.00	89.00	39.00	48.00	42.00	33.00	73.00	53.00	47.00	105.00	13.00	43.00	61.00	63.00	148.00	6.00	37.00	52.00	52.00	36.00	66.00	40.00	36.00	60.00	30.00	87.00	45.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.00	3.00	0.00	2.00	72.00	58.00	17.00	20.00	88.00	35.00	101.00	80.00	1.00	119.00	18.00	45.00	33.00	14.00	17.00	84.00	47.00	125.00	48.00	334.00	67.00	19.00	48.00	10.00	58.00	141.00
patho_DN105109_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	32.00	35.00	20.00	80.00	22.00	19.00	28.00	91.00	27.00	67.00	42.00	61.00	62.00	49.00	28.00	38.00	22.00	138.00	5.00	22.00	19.00	26.00	31.00	54.00	26.00	26.00	31.00	27.00	112.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	5.00	7.00	12.00	43.00	17.00	4.00	14.00	40.00	30.00	36.00	26.00	7.00	149.00	9.00	25.00	17.00	18.00	17.00	44.00	45.00	71.00	15.00	112.38	25.00	7.00	14.00	6.00	17.00	24.00
patho_DN105122_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	40.00	74.00	43.93	25.00	24.00	94.00	59.29	19.00	27.83	20.01	21.05	56.94	3.00	177.00	168.71	28.05	160.29	6.00	170.92	90.00	70.80	133.00	52.93	27.32	122.00	146.32	71.94	66.00	78.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	5.99	4.00	1.00	34.00	34.32	7.00	6.43	29.04	18.85	46.00	32.00	4.26	30.02	34.21	34.00	51.03	18.00	34.09	66.74	42.00	531.02	15.00	239.26	118.16	52.00	4.00	26.00	110.00	201.53
patho_DN105131_c0_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	28.00	25.01	18.96	28.00	22.03	19.00	11.00	18.00	23.00	13.00	13.00	36.06	4.90	25.00	54.00	18.34	103.10	0.00	28.99	31.97	26.00	29.99	35.79	20.00	35.00	51.97	28.10	48.04	45.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	2.26	0.00	0.00	21.28	24.00	8.20	2.07	18.54	11.00	15.21	39.60	1.54	50.87	7.00	16.04	14.36	14.00	14.85	43.00	19.00	150.02	23.00	158.95	25.00	19.00	11.99	6.00	18.98	82.00
patho_DN105160_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	64.00	19.00	36.00	73.00	35.00	32.00	40.00	18.00	51.81	46.00	26.00	55.00	8.00	21.00	41.00	24.00	134.00	4.00	27.00	18.00	23.00	11.00	43.00	34.00	27.00	36.00	36.00	43.00	37.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.00	2.00	0.00	1.00	54.00	64.00	8.00	16.00	63.00	24.00	80.00	57.00	0.00	72.00	4.00	19.00	19.00	8.00	23.00	77.00	25.00	95.00	33.00	218.00	52.00	10.00	32.00	17.00	32.00	64.00
patho_DN105215_c0_g1	12.94	12.53	11.89	12.22	4.47	3.29	6.00	15.98	16.90	6.00	5.00	11.10	1.00	7.45	10.00	8.00	3.00	5.97	7.00	9.99	6.00	7.17	16.13	10.63	2.00	10.00	8.00	5.98	7.40	15.51	6.46	0.00	10.68	2.00	13.80	7.13	4.88	8.00	6.28	4.00	5.00	9.53	0.00	12.05	4.00	4.00	9.58	3.99	3.00	13.97	5.32	7.47	12.00	13.00	4.99	12.98	11.00	8.95	13.38	12.50	1.00	6.00	9.00	7.36	6.63	2.00	7.95	1.00	5.00	7.00	5.99	9.29	4.97	7.99	7.00	3.00	7.53	11.00	3.00	11.00	8.00	50.08	6.22	18.99	6.00	9.00	5.00	4.00	9.00	14.98
patho_DN105228_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	8.00	32.00	100.00	3.00	2.00	5.00	14.00	10.00	91.00	53.00	120.94	25.00	39.96	7.00	20.00	7.00	174.00	2.00	21.00	11.00	20.00	13.00	34.00	14.00	14.00	9.00	21.00	128.00	85.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	6.00	2.00	5.00	22.00	0.00	0.00	0.00	0.00	8.00	9.00	2.00	2.00	103.02	4.00	13.00	12.00	30.00	23.00	20.00	8.00	4.95	25.00	7.00	10.00	6.00	11.00	12.00	10.00	13.00
patho_DN105283_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	45.00	146.40	279.00	200.75	68.00	92.09	421.86	230.99	168.00	125.00	77.00	81.00	214.08	30.00	690.32	905.00	194.37	708.59	32.00	566.86	427.30	205.95	858.02	315.05	164.69	501.00	687.36	433.01	513.97	513.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72.00	15.79	3.00	4.00	141.00	109.00	7.00	20.99	132.58	66.00	262.46	116.00	3.99	115.00	161.00	226.00	274.00	102.00	185.00	358.78	137.01	3776.77	78.00	1327.00	486.98	254.00	68.00	130.00	552.96	925.99
patho_DN105298_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	15.00	10.00	1.00	0.00	14.00	3.00	2.00	2.00	1.00	3.00	11.00	0.00	71.00	110.00	4.00	60.00	3.00	85.00	40.00	11.00	44.00	13.00	10.00	54.00	79.01	31.00	31.01	27.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	7.00	6.00	0.00	0.00	3.00	1.00	8.00	2.00	0.00	0.00	10.00	7.00	10.00	3.00	12.00	24.00	12.00	159.00	8.00	42.94	37.00	16.00	2.00	15.00	42.01	63.00
patho_DN105302_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	43.00	22.00	26.00	63.00	26.00	40.00	32.00	20.00	39.00	29.00	38.00	55.00	6.00	9.00	17.89	38.00	68.00	0.00	5.00	21.00	23.00	11.00	41.00	13.00	8.00	29.00	10.00	41.00	34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.00	5.00	1.00	0.00	30.00	53.00	8.00	4.00	57.00	20.00	71.00	56.00	1.00	58.00	11.00	15.00	20.00	17.00	12.00	32.00	20.00	77.00	23.00	140.00	32.00	15.00	21.00	5.00	28.00	41.00
patho_DN105303_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	3.00	16.00	10.00	2.00	1.00	19.00	4.00	6.00	6.99	7.00	2.00	11.00	2.00	83.90	96.76	9.00	127.80	6.14	136.97	54.13	20.96	121.99	32.98	18.00	46.25	95.79	31.17	53.84	64.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	1.00	0.00	1.00	11.00	5.00	0.00	0.00	4.00	6.00	8.00	2.00	0.00	3.00	28.00	21.00	25.00	11.00	23.00	34.00	9.00	441.91	1.00	122.54	72.00	31.00	4.00	9.00	70.00	108.90
patho_DN105325_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.00	70.00	92.00	70.00	69.00	35.00	151.00	58.00	32.13	79.00	50.00	37.00	119.06	7.00	189.00	247.00	90.00	344.00	1.00	218.00	180.00	69.00	268.14	86.00	83.00	183.61	273.83	113.00	117.00	160.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.00	5.00	2.00	0.00	58.00	38.00	8.00	15.00	86.00	33.00	131.00	82.00	0.00	60.00	67.00	85.00	118.00	33.00	108.00	167.00	65.00	1542.83	40.00	579.99	232.01	88.00	22.00	51.00	187.00	357.00
patho_DN105325_c0_g3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	8.00	31.00	15.00	4.00	4.00	44.00	12.00	7.00	8.00	9.00	7.00	20.00	0.00	60.00	83.00	19.00	73.00	0.00	57.00	35.00	20.00	119.00	25.00	11.00	75.00	101.00	39.00	27.00	34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	1.00	20.00	5.00	2.00	0.00	18.00	3.00	18.00	6.00	0.00	4.00	19.00	20.00	39.00	1.00	19.00	35.00	21.00	424.00	6.00	112.00	62.00	23.00	4.00	6.00	74.00	104.00
patho_DN105363_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	59.00	141.00	31.00	62.00	105.00	65.00	78.00	58.85	93.00	111.00	49.00	39.83	163.87	12.00	74.99	130.92	83.00	523.36	4.00	107.95	121.00	64.99	90.00	147.67	82.00	42.45	84.45	48.00	210.70	74.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	81.00	7.00	0.00	2.00	93.49	86.00	20.00	37.00	260.00	134.00	119.92	42.00	2.00	157.00	33.00	87.71	137.89	86.00	61.00	263.30	114.00	267.49	125.00	1111.68	173.49	30.00	28.88	24.00	119.00	225.24
patho_DN105374_c0_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	46.00	238.00	93.00	26.00	28.00	325.00	71.00	63.00	71.00	39.00	20.00	100.00	6.00	557.00	616.88	117.00	580.00	19.00	442.00	269.12	157.00	785.00	232.00	83.00	397.00	512.00	223.00	172.02	250.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.00	14.00	0.00	0.00	69.00	18.04	0.00	1.00	50.00	29.00	157.00	79.00	0.00	26.00	111.00	141.00	231.00	67.00	180.00	259.00	122.17	3407.01	33.00	877.00	438.00	189.00	14.00	74.00	414.00	763.00
patho_DN105374_c0_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.00	63.00	39.00	36.00	71.00	53.00	56.00	44.02	42.00	73.00	49.00	53.00	123.00	8.00	16.00	51.00	61.00	132.00	0.00	24.53	27.00	17.00	26.99	20.00	29.00	28.90	38.00	30.00	32.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.00	9.00	2.00	2.00	73.00	47.00	13.00	22.00	102.96	37.00	111.00	84.00	2.00	105.00	7.00	12.00	29.00	18.00	10.00	63.00	22.00	131.69	27.00	260.25	44.00	14.00	54.00	4.00	32.00	86.00
patho_DN105379_c2_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	16.00	37.00	30.00	10.00	8.00	31.00	14.00	10.00	9.00	5.00	16.00	16.00	4.00	77.00	99.00	22.88	102.00	4.00	79.00	57.00	35.00	117.00	35.00	33.00	82.00	84.00	40.00	60.72	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	5.00	9.00	13.00	33.00	17.00	6.00	6.00	15.00	4.00	30.00	18.00	31.00	18.00	19.00	39.00	50.00	11.00	37.00	41.00	19.00	418.00	10.00	110.00	70.00	26.00	10.00	21.00	75.00	108.00
patho_DN105379_c3_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.01	5.00	45.00	36.00	4.00	7.36	67.00	11.00	7.20	11.14	9.00	5.00	25.00	1.00	142.98	186.97	23.00	75.00	5.00	179.91	55.01	24.00	146.00	42.00	31.00	101.99	124.85	59.00	71.00	73.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	1.00	0.00	0.00	13.00	2.00	0.00	1.00	7.99	4.00	30.93	4.00	0.00	20.00	49.00	39.00	32.00	13.00	36.00	58.00	29.00	484.92	11.00	130.70	106.02	60.00	4.00	38.00	96.00	193.95
